Estimate 1 (millions USD)	Estimate 2 (millions USD)	Real Ultimate Origin	Reported Ultimate Origin (conduit 1)	Immediate origin (conduit 2)	Destination
0.2	22.5	US	MH		US
0.4	180.5	US	MT		US
2.2	221.8	US	MU		US
0.8	121.0	US	MX		US
0.4	68.5	US	MY		US
4578.4	54266.8	US	NL		US
0.0	9.1	US	NL	CA	US
0.2	35.9	US	NL	DE	US
0.1	65.5	US	NL	FR	US
0.1	16.2	US	NL	GB	US
0.2	51.8	US	NL	IE	US
0.6	140.5	US	NL	SE	US
0.6	117.2	US	NO		US
17.6	652.2	US	PA		US
30.8	675.8	US	PA	LU	US
21.0	1470.2	US	SE		US
2070.3	15816.3	US	SG		US
2.5	1931.3	US	SG	NL	US
101.8	1821.2	US	SG	TH	US
0.0	23.0	US	VG		US
0.0	7.8	US	ZA		US
4166.8	4336.2	VE			US
0.0	15.1	VE	PA		US
70.2	412.6	VE	SE		US
763.0	763.0	VN			US
1990.4	2917.9	ZA			US
0.0	10.4	ZA	AE		US
0.3	135.7	ZA	AU		US
0.1	30.6	ZA	BE		US
16.1	840.4	ZA	CH		US
2.5	111.0	ZA	CH	GB	US
0.0	45.0	ZA	CH	JE	US
69.0	889.7	ZA	DE		US
0.4	50.0	ZA	ES		US
4550.5	27318.8	ZA	GB		US
2.8	511.6	ZA	GB	AU	US
0.1	100.3	ZA	GB	IE	US
1.9	293.2	ZA	GB	JE	US
509.6	34525.6	ZA	GB	LU	US
0.0	4.3	ZA	LU	FR	US
27.2	869.5	ZA	NL		US
0.0	18.9	ZA	VG		US
